Target_Job_Role,State,District,Snapshot_Date,Active_Postings,Candidate_Count,Demand_Score,Data_Origin
Account Executive,Gujarat,Ahmedabad,2025-03-01,53,73,42.06,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-04-01,58,75,43.61,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-05-01,63,77,45.0,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-06-01,68,79,46.26,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-07-01,73,81,47.4,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-08-01,78,83,48.45,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-09-01,18,85,17.48,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-10-01,23,87,20.91,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-11-01,28,89,23.93,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2025-12-01,33,91,26.61,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-01-01,38,93,29.01,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-02-01,43,95,31.16,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-03-01,48,97,33.1,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-04-01,53,99,34.87,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-05-01,58,101,36.48,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-06-01,63,103,37.95,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-07-01,68,105,39.31,synthetic_derived
Account Executive,Gujarat,Ahmedabad,2026-08-01,73,107,40.56,synthetic_derived
Account Executive,Bihar,Gaya,2024-01-01,51,56,47.66,synthetic_derived
Account Executive,Bihar,Gaya,2024-02-01,56,58,49.12,synthetic_derived
Account Executive,Bihar,Gaya,2024-03-01,61,60,50.41,synthetic_derived
Account Executive,Bihar,Gaya,2024-04-01,66,62,51.56,synthetic_derived
Account Executive,Bihar,Gaya,2024-05-01,71,64,52.59,synthetic_derived
Account Executive,Bihar,Gaya,2024-06-01,76,66,53.52,synthetic_derived
Account Executive,Bihar,Gaya,2024-07-01,81,68,54.36,synthetic_derived
Account Executive,Bihar,Gaya,2024-08-01,21,70,23.08,synthetic_derived
Account Executive,Bihar,Gaya,2024-09-01,26,72,26.53,synthetic_derived
Account Executive,Bihar,Gaya,2024-10-01,31,74,29.52,synthetic_derived
Account Executive,Bihar,Gaya,2024-11-01,36,76,32.14,synthetic_derived
Account Executive,Bihar,Gaya,2024-12-01,41,78,34.45,synthetic_derived
Account Executive,Bihar,Gaya,2025-01-01,46,80,36.51,synthetic_derived
Account Executive,Bihar,Gaya,2025-02-01,51,82,38.35,synthetic_derived
Account Executive,Bihar,Gaya,2025-03-01,56,84,40.0,synthetic_derived
Account Executive,Bihar,Gaya,2025-04-01,61,86,41.5,synthetic_derived
Account Executive,Bihar,Gaya,2025-05-01,66,88,42.86,synthetic_derived
Account Executive,Bihar,Gaya,2025-06-01,71,90,44.1,synthetic_derived
Account Executive,Bihar,Gaya,2025-07-01,76,92,45.24,synthetic_derived
Account Executive,Bihar,Gaya,2025-08-01,81,94,46.29,synthetic_derived
Account Executive,Bihar,Gaya,2025-09-01,21,96,17.95,synthetic_derived
Account Executive,Bihar,Gaya,2025-10-01,26,98,20.97,synthetic_derived
Account Executive,Bihar,Gaya,2025-11-01,31,100,23.66,synthetic_derived
Account Executive,Bihar,Gaya,2025-12-01,36,102,26.09,synthetic_derived
Account Executive,Bihar,Gaya,2026-01-01,41,104,28.28,synthetic_derived
Account Executive,Bihar,Gaya,2026-02-01,46,106,30.26,synthetic_derived
Account Executive,Bihar,Gaya,2026-03-01,51,108,32.08,synthetic_derived
Account Executive,Bihar,Gaya,2026-04-01,56,110,33.73,synthetic_derived
Account Executive,Bihar,Gaya,2026-05-01,61,112,35.26,synthetic_derived
Account Executive,Bihar,Gaya,2026-06-01,66,114,36.67,synthetic_derived
Account Executive,Bihar,Gaya,2026-07-01,71,26,73.2,synthetic_derived
Account Executive,Bihar,Gaya,2026-08-01,76,28,73.08,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-01-01,54,67,44.63,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-02-01,59,69,46.09,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-03-01,64,71,47.41,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-04-01,69,73,48.59,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-05-01,74,75,49.66,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-06-01,79,77,50.64,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-07-01,19,79,19.39,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-08-01,24,81,22.86,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-09-01,29,83,25.89,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-10-01,34,85,28.57,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-11-01,39,87,30.95,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2024-12-01,44,89,33.08,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-01-01,49,91,35.0,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-02-01,54,93,36.73,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-03-01,59,95,38.31,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-04-01,64,97,39.75,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-05-01,69,99,41.07,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-06-01,74,101,42.29,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-07-01,79,103,43.41,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-08-01,19,105,15.32,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-09-01,24,107,18.32,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-10-01,29,109,21.01,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-11-01,34,111,23.45,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2025-12-01,39,113,25.66,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-01-01,44,25,63.77,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-02-01,49,27,64.47,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-03-01,54,29,65.06,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-04-01,59,31,65.56,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-05-01,64,33,65.98,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-06-01,69,35,66.35,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-07-01,74,37,66.67,synthetic_derived
Account Executive,Uttar Pradesh,Agra,2026-08-01,79,39,66.95,synthetic_derived
Account Executive,Kerala,Kochi,2024-01-01,57,78,42.22,synthetic_derived
Account Executive,Kerala,Kochi,2024-02-01,62,80,43.66,synthetic_derived
Account Executive,Kerala,Kochi,2024-03-01,67,82,44.97,synthetic_derived
Account Executive,Kerala,Kochi,2024-04-01,72,84,46.15,synthetic_derived
Account Executive,Kerala,Kochi,2024-05-01,77,86,47.24,synthetic_derived
Account Executive,Kerala,Kochi,2024-06-01,82,88,48.24,synthetic_derived
Account Executive,Kerala,Kochi,2024-07-01,22,90,19.64,synthetic_derived
Account Executive,Kerala,Kochi,2024-08-01,27,92,22.69,synthetic_derived
Account Executive,Kerala,Kochi,2024-09-01,32,94,25.4,synthetic_derived
Account Executive,Kerala,Kochi,2024-10-01,37,96,27.82,synthetic_derived
Account Executive,Kerala,Kochi,2024-11-01,42,98,30.0,synthetic_derived
Account Executive,Kerala,Kochi,2024-12-01,47,100,31.97,synthetic_derived
Account Executive,Kerala,Kochi,2025-01-01,52,102,33.77,synthetic_derived
Account Executive,Kerala,Kochi,2025-02-01,57,104,35.4,synthetic_derived
Account Executive,Kerala,Kochi,2025-03-01,62,106,36.9,synthetic_derived
Account Executive,Kerala,Kochi,2025-04-01,67,108,38.29,synthetic_derived
Account Executive,Kerala,Kochi,2025-05-01,72,110,39.56,synthetic_derived
Account Executive,Kerala,Kochi,2025-06-01,77,112,40.74,synthetic_derived
Account Executive,Kerala,Kochi,2025-07-01,82,114,41.84,synthetic_derived
Account Executive,Kerala,Kochi,2025-08-01,22,26,45.83,synthetic_derived
Account Executive,Kerala,Kochi,2025-09-01,27,28,49.09,synthetic_derived
Account Executive,Kerala,Kochi,2025-10-01,32,30,51.61,synthetic_derived
Account Executive,Kerala,Kochi,2025-11-01,37,32,53.62,synthetic_derived
Account Executive,Kerala,Kochi,2025-12-01,42,34,55.26,synthetic_derived
Account Executive,Kerala,Kochi,2026-01-01,47,36,56.63,synthetic_derived
Account Executive,Kerala,Kochi,2026-02-01,52,38,57.78,synthetic_derived
Account Executive,Kerala,Kochi,2026-03-01,57,40,58.76,synthetic_derived
Account Executive,Kerala,Kochi,2026-04-01,62,42,59.62,synthetic_derived
Account Executive,Kerala,Kochi,2026-05-01,67,44,60.36,synthetic_derived
Account Executive,Kerala,Kochi,2026-06-01,72,46,61.02,synthetic_derived
Account Executive,Kerala,Kochi,2026-07-01,77,48,61.6,synthetic_derived
Account Executive,Kerala,Kochi,2026-08-01,82,50,62.12,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-01-01,60,89,40.27,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-02-01,65,91,41.67,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-03-01,70,93,42.94,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-04-01,75,95,44.12,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-05-01,80,97,45.2,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-06-01,20,99,16.81,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-07-01,25,101,19.84,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-08-01,30,103,22.56,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-09-01,35,105,25.0,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-10-01,40,107,27.21,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-11-01,45,109,29.22,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2024-12-01,50,111,31.06,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-01-01,55,113,32.74,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-02-01,60,25,70.59,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-03-01,65,27,70.65,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-04-01,70,29,70.71,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-05-01,75,31,70.75,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-06-01,80,33,70.8,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-07-01,20,35,36.36,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-08-01,25,37,40.32,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-09-01,30,39,43.48,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-10-01,35,41,46.05,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-11-01,40,43,48.19,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2025-12-01,45,45,50.0,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-01-01,50,47,51.55,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-02-01,55,49,52.88,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-03-01,60,51,54.05,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-04-01,65,53,55.08,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-05-01,70,55,56.0,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-06-01,75,57,56.82,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-07-01,80,59,57.55,synthetic_derived
Account Executive,Uttar Pradesh,Varanasi,2026-08-01,20,61,24.69,synthetic_derived
Account Executive,Punjab,Amritsar,2024-01-01,63,100,38.65,synthetic_derived
Account Executive,Punjab,Amritsar,2024-02-01,68,102,40.0,synthetic_derived
Account Executive,Punjab,Amritsar,2024-03-01,73,104,41.24,synthetic_derived
Account Executive,Punjab,Amritsar,2024-04-01,78,106,42.39,synthetic_derived
Account Executive,Punjab,Amritsar,2024-05-01,18,108,14.29,synthetic_derived
Account Executive,Punjab,Amritsar,2024-06-01,23,110,17.29,synthetic_derived
Account Executive,Punjab,Amritsar,2024-07-01,28,112,20.0,synthetic_derived
Account Executive,Punjab,Amritsar,2024-08-01,33,114,22.45,synthetic_derived
Account Executive,Punjab,Amritsar,2024-09-01,38,26,59.38,synthetic_derived
Account Executive,Punjab,Amritsar,2024-10-01,43,28,60.56,synthetic_derived
Account Executive,Punjab,Amritsar,2024-11-01,48,30,61.54,synthetic_derived
Account Executive,Punjab,Amritsar,2024-12-01,53,32,62.35,synthetic_derived
Account Executive,Punjab,Amritsar,2025-01-01,58,34,63.04,synthetic_derived
Account Executive,Punjab,Amritsar,2025-02-01,63,36,63.64,synthetic_derived
Account Executive,Punjab,Amritsar,2025-03-01,68,38,64.15,synthetic_derived
Account Executive,Punjab,Amritsar,2025-04-01,73,40,64.6,synthetic_derived
Account Executive,Punjab,Amritsar,2025-05-01,78,42,65.0,synthetic_derived
Account Executive,Punjab,Amritsar,2025-06-01,18,44,29.03,synthetic_derived
Account Executive,Punjab,Amritsar,2025-07-01,23,46,33.33,synthetic_derived
Account Executive,Punjab,Amritsar,2025-08-01,28,48,36.84,synthetic_derived
Account Executive,Punjab,Amritsar,2025-09-01,33,50,39.76,synthetic_derived
Account Executive,Punjab,Amritsar,2025-10-01,38,52,42.22,synthetic_derived
Account Executive,Punjab,Amritsar,2025-11-01,43,54,44.33,synthetic_derived
Account Executive,Punjab,Amritsar,2025-12-01,48,56,46.15,synthetic_derived
Account Executive,Punjab,Amritsar,2026-01-01,53,58,47.75,synthetic_derived
Account Executive,Punjab,Amritsar,2026-02-01,58,60,49.15,synthetic_derived
Account Executive,Punjab,Amritsar,2026-03-01,63,62,50.4,synthetic_derived
Account Executive,Punjab,Amritsar,2026-04-01,68,64,51.52,synthetic_derived
Account Executive,Punjab,Amritsar,2026-05-01,73,66,52.52,synthetic_derived
Account Executive,Punjab,Amritsar,2026-06-01,78,68,53.42,synthetic_derived
Account Executive,Punjab,Amritsar,2026-07-01,18,70,20.45,synthetic_derived
Account Executive,Punjab,Amritsar,2026-08-01,23,72,24.21,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-01-01,66,111,37.29,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-02-01,71,113,38.59,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-03-01,76,25,75.25,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-04-01,81,27,75.0,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-05-01,21,29,42.0,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-06-01,26,31,45.61,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-07-01,31,33,48.44,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-08-01,36,35,50.7,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-09-01,41,37,52.56,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-10-01,46,39,54.12,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-11-01,51,41,55.43,synthetic_derived
Account Executive,Karnataka,Mangaluru,2024-12-01,56,43,56.57,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-01-01,61,45,57.55,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-02-01,66,47,58.41,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-03-01,71,49,59.17,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-04-01,76,51,59.84,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-05-01,81,53,60.45,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-06-01,21,55,27.63,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-07-01,26,57,31.33,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-08-01,31,59,34.44,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-09-01,36,61,37.11,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-10-01,41,63,39.42,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-11-01,46,65,41.44,synthetic_derived
Account Executive,Karnataka,Mangaluru,2025-12-01,51,67,43.22,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-01-01,56,69,44.8,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-02-01,61,71,46.21,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-03-01,66,73,47.48,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-04-01,71,75,48.63,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-05-01,76,77,49.67,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-06-01,81,79,50.62,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-07-01,21,81,20.59,synthetic_derived
Account Executive,Karnataka,Mangaluru,2026-08-01,26,83,23.85,synthetic_derived
Account Executive,Gujarat,Surat,2024-01-01,69,32,68.32,synthetic_derived
Account Executive,Gujarat,Surat,2024-02-01,74,34,68.52,synthetic_derived
Account Executive,Gujarat,Surat,2024-03-01,79,36,68.7,synthetic_derived
Account Executive,Gujarat,Surat,2024-04-01,19,38,33.33,synthetic_derived
Account Executive,Gujarat,Surat,2024-05-01,24,40,37.5,synthetic_derived
Account Executive,Gujarat,Surat,2024-06-01,29,42,40.85,synthetic_derived
Account Executive,Gujarat,Surat,2024-07-01,34,44,43.59,synthetic_derived
Account Executive,Gujarat,Surat,2024-08-01,39,46,45.88,synthetic_derived
Account Executive,Gujarat,Surat,2024-09-01,44,48,47.83,synthetic_derived
Account Executive,Gujarat,Surat,2024-10-01,49,50,49.49,synthetic_derived
Account Executive,Gujarat,Surat,2024-11-01,54,52,50.94,synthetic_derived
Account Executive,Gujarat,Surat,2024-12-01,59,54,52.21,synthetic_derived
Account Executive,Gujarat,Surat,2025-01-01,64,56,53.33,synthetic_derived
Account Executive,Gujarat,Surat,2025-02-01,69,58,54.33,synthetic_derived
Account Executive,Gujarat,Surat,2025-03-01,74,60,55.22,synthetic_derived
Account Executive,Gujarat,Surat,2025-04-01,79,62,56.03,synthetic_derived
Account Executive,Gujarat,Surat,2025-05-01,19,64,22.89,synthetic_derived
Account Executive,Gujarat,Surat,2025-06-01,24,66,26.67,synthetic_derived
Account Executive,Gujarat,Surat,2025-07-01,29,68,29.9,synthetic_derived
Account Executive,Gujarat,Surat,2025-08-01,34,70,32.69,synthetic_derived
Account Executive,Gujarat,Surat,2025-09-01,39,72,35.14,synthetic_derived
Account Executive,Gujarat,Surat,2025-10-01,44,74,37.29,synthetic_derived
Account Executive,Gujarat,Surat,2025-11-01,49,76,39.2,synthetic_derived
Account Executive,Gujarat,Surat,2025-12-01,54,78,40.91,synthetic_derived
Account Executive,Gujarat,Surat,2026-01-01,59,80,42.45,synthetic_derived
Account Executive,Gujarat,Surat,2026-02-01,64,82,43.84,synthetic_derived
Account Executive,Gujarat,Surat,2026-03-01,69,84,45.1,synthetic_derived
Account Executive,Gujarat,Surat,2026-04-01,74,86,46.25,synthetic_derived
Account Executive,Gujarat,Surat,2026-05-01,79,88,47.31,synthetic_derived
Account Executive,Gujarat,Surat,2026-06-01,19,90,17.43,synthetic_derived
Account Executive,Gujarat,Surat,2026-07-01,24,92,20.69,synthetic_derived
Account Executive,Gujarat,Surat,2026-08-01,29,94,23.58,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-01-01,72,43,62.61,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-02-01,77,45,63.11,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-03-01,82,47,63.57,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-04-01,22,49,30.99,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-05-01,27,51,34.62,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-06-01,32,53,37.65,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-07-01,37,55,40.22,synthetic_derived
Account Executive,Tamil Nadu,Chennai,2024-08-01,42,57,42.42,synthetic_derived
