Trainee_ID,Course,Training_Provider,Training_Duration_Weeks,Attendance_Percent,Assessment_Score,Certification,Internship,Previous_Experience_Years,Target_Job_Role,Completion_Date,Training_Start_Date,Training_Performance,Data_Origin,State,District,Education_Level,Rural_Urban,Skill_Gap_Score,Missing_Skill_Count,Skill_Coverage_Percent,Snapshot_Date,Demand_Score,Skills_Text,Placement_Target
TRN-SIH26135-000098,Healthcare Assistant,SkillForge Institute,16,64.6,54.5,No,No,0.9,Healthcare Assistant,2025-06-25,2025-03-05,59.05,derived_training_snapshot,Uttar Pradesh,Agra,Graduate,Rural,100.0,3,0.0,2025-06-01,55.43,cybersecurity data_analysis networking,1
TRN-SIH26135-000099,Networking,SkillForge Institute,24,83.2,89.4,Yes,Yes,0.5,Support Engineer,2025-07-08,2025-01-21,86.61,derived_training_snapshot,Rajasthan,Jodhpur,ITI,Urban,61.7,2,33.33,2025-07-01,25.88,networking power_bi sql,1
TRN-SIH26135-000100,Cybersecurity,Pragati Learning Hub,12,71.5,79.4,Yes,Yes,2.0,Cybersecurity Associate,2025-07-21,2025-04-28,75.85,derived_training_snapshot,West Bengal,Siliguri,Graduate,Urban,50.0,2,33.33,2025-07-01,19.19,accounting cybersecurity power_bi,1
TRN-SIH26135-000101,Cybersecurity,Digital India Centre,12,93.9,100.0,No,No,2.6,Cybersecurity Associate,2025-08-03,2025-05-11,97.26,derived_training_snapshot,Kerala,Kozhikode,Graduate,Urban,70.0,2,33.33,2025-08-01,43.62,healthcare_operations linux power_bi,1
TRN-SIH26135-000102,Python Programming,Empower Skills Institute,12,75.0,87.8,Yes,No,0.2,Software Developer,2025-08-16,2025-05-24,82.04,derived_training_snapshot,Maharashtra,Mumbai,10th,Rural,41.68,1,66.67,2025-08-01,38.41,python react sql,1
TRN-SIH26135-000103,Python Programming,SkillForge Institute,16,76.3,61.3,Yes,Yes,0.5,Software Developer,2025-08-29,2025-05-09,68.05,derived_training_snapshot,Kerala,Thiruvananthapuram,12th,Urban,65.0,2,33.33,2025-08-01,39.08,digital_marketing linux python,1
TRN-SIH26135-000104,Python Programming,Odisha Skill Centre,20,78.3,76.9,Yes,No,2.5,Software Developer,2025-09-11,2025-04-24,77.53,derived_training_snapshot,Odisha,Sambalpur,Diploma,Urban,65.0,2,33.33,2025-09-01,27.72,accounting autocad python,1
TRN-SIH26135-000105,Networking,Odisha Skill Centre,12,74.0,45.2,Yes,No,1.3,Support Engineer,2025-09-24,2025-07-02,58.16,derived_training_snapshot,Kerala,Kozhikode,Graduate,Urban,83.99,2,33.33,2025-09-01,63.53,data_analysis digital_marketing linux,1
TRN-SIH26135-000106,Healthcare Assistant,Odisha Skill Centre,24,76.3,79.7,Yes,Yes,1.0,Healthcare Assistant,2025-10-07,2025-04-22,78.17,derived_training_snapshot,Kerala,Thiruvananthapuram,Graduate,Urban,100.0,3,0.0,2025-10-01,38.96,accounting digital_marketing machine_learning,1
TRN-SIH26135-000107,Digital Marketing,Udaan Skills,20,90.3,77.4,Yes,No,0.6,Digital Marketing Executive,2025-10-20,2025-06-02,83.21,derived_training_snapshot,Kerala,Thiruvananthapuram,Diploma,Urban,50.0,2,33.33,2025-10-01,68.64,azure digital_marketing sales,1
TRN-SIH26135-000108,Machine Learning,Odisha Skill Centre,8,71.6,62.1,Yes,Yes,3.2,Data Analyst,2025-11-02,2025-09-07,66.38,derived_training_snapshot,Rajasthan,Jaipur,Diploma,Urban,100.0,3,0.0,2025-11-01,52.99,digital_marketing java networking,1
TRN-SIH26135-000109,Web Development,NextGen Academy,24,85.8,93.1,No,No,0.0,Web Developer,2025-11-15,2025-05-31,89.81,derived_training_snapshot,Karnataka,Bengaluru,Graduate,Rural,100.0,3,0.0,2025-11-01,74.55,communication data_analysis excel,1
TRN-SIH26135-000110,Healthcare Assistant,Udaan Skills,12,75.7,85.6,Yes,Yes,1.1,Healthcare Assistant,2025-11-28,2025-09-05,81.15,derived_training_snapshot,Uttar Pradesh,Lucknow,Graduate,Rural,70.0,2,33.33,2025-11-01,42.05,communication javascript python,1
TRN-SIH26135-000111,Retail Operations,SkillForge Institute,24,73.0,78.2,No,No,1.3,Sales Executive,2025-12-11,2025-06-26,75.86,derived_training_snapshot,Telangana,Nizamabad,ITI,Urban,100.0,3,0.0,2025-12-01,44.44,data_analysis digital_marketing sql,1
TRN-SIH26135-000112,Advanced Java Development,SkillForge Institute,16,94.6,77.8,Yes,No,0.2,Software Developer,2024-01-04,2023-09-14,85.36,derived_training_snapshot,Kerala,Kozhikode,12th,Urban,100.0,3,0.0,2024-01-01,50.33,accounting digital_marketing react,1
TRN-SIH26135-000113,Healthcare Assistant,SkillForge Institute,24,65.4,89.7,No,No,5.3,Healthcare Assistant,2024-01-17,2023-08-02,78.77,derived_training_snapshot,Gujarat,Ahmedabad,12th,Rural,60.62,2,33.33,2024-01-01,25.0,cybersecurity healthcare_operations power_bi,1
TRN-SIH26135-000114,Healthcare Assistant,TechSkill Academy,12,94.2,69.5,Yes,Yes,1.2,Healthcare Assistant,2024-01-30,2023-11-07,80.62,derived_training_snapshot,Karnataka,Mysuru,ITI,Urban,56.44,2,33.33,2024-01-01,42.11,healthcare_operations javascript machine_learning,1
TRN-SIH26135-000115,Web Development,Pragati Learning Hub,16,88.8,64.9,No,No,3.9,Web Developer,2024-02-12,2023-10-23,75.66,derived_training_snapshot,Gujarat,Surat,Diploma,Rural,100.0,3,0.0,2024-02-01,19.09,digital_marketing networking power_bi,1
TRN-SIH26135-000116,Cybersecurity,Udaan Skills,4,71.0,81.9,Yes,No,1.4,Cybersecurity Associate,2024-02-25,2024-01-28,77.0,derived_training_snapshot,Gujarat,Rajkot,Graduate,Urban,83.17,2,33.33,2024-02-01,70.1,accounting data_analysis networking,1
TRN-SIH26135-000117,Graphic Design,National Training Network,24,73.9,74.3,Yes,No,0.6,Graphic Designer,2024-03-09,2023-09-23,74.12,derived_training_snapshot,Odisha,Ganjam,ITI,Rural,100.0,3,0.0,2024-03-01,54.64,autocad data_analysis sales,1
TRN-SIH26135-000118,Electrical Technician,NextGen Academy,4,77.1,90.7,Yes,Yes,1.4,Technician,2024-03-22,2024-02-23,84.58,derived_training_snapshot,West Bengal,Kolkata,12th,Urban,45.0,1,66.67,2024-03-01,29.46,excel linux networking,1
TRN-SIH26135-000119,Advanced Java Development,Empower Skills Institute,20,100.0,82.6,Yes,No,1.3,Software Developer,2024-04-04,2023-11-16,90.43,derived_training_snapshot,Maharashtra,Nagpur,Postgraduate,Urban,100.0,3,0.0,2024-04-01,30.91,digital_marketing excel networking,1
TRN-SIH26135-000120,Machine Learning,NextGen Academy,6,84.8,66.2,Yes,Yes,2.1,Data Analyst,2024-04-17,2024-03-06,74.57,derived_training_snapshot,West Bengal,Kolkata,12th,Rural,45.45,1,66.67,2024-04-01,54.0,excel python sql,0
TRN-SIH26135-000121,Web Development,TechSkill Academy,24,61.8,58.5,Yes,Yes,1.0,Web Developer,2024-04-30,2023-11-14,59.98,derived_training_snapshot,Karnataka,Mangaluru,Graduate,Urban,75.5,2,33.33,2024-04-01,25.45,accounting azure sql,1
TRN-SIH26135-000122,Cybersecurity,Pragati Learning Hub,4,67.4,61.5,No,No,2.3,Cybersecurity Associate,2024-05-13,2024-04-15,64.16,derived_training_snapshot,Uttar Pradesh,Agra,ITI,Rural,72.36,2,33.33,2024-05-01,21.3,accounting java linux,0
TRN-SIH26135-000123,Digital Marketing,Digital India Centre,8,68.6,53.7,Yes,No,3.3,Digital Marketing Executive,2024-05-26,2024-03-31,60.41,derived_training_snapshot,Rajasthan,Jaipur,Graduate,Rural,100.0,3,0.0,2024-05-01,62.35,autocad azure sql,0
TRN-SIH26135-000124,Python Programming,FutureWorks Training,8,91.8,67.8,Yes,No,3.9,Software Developer,2024-06-08,2024-04-13,78.6,derived_training_snapshot,Karnataka,Hubballi,12th,Rural,100.0,3,0.0,2024-06-01,28.48,javascript networking react,1
TRN-SIH26135-000125,Web Development,TechSkill Academy,8,90.2,67.4,Yes,No,0.9,Web Developer,2024-06-21,2024-04-26,77.66,derived_training_snapshot,Punjab,Amritsar,Graduate,Rural,67.71,2,33.33,2024-06-01,31.82,excel java react,1
TRN-SIH26135-000126,Networking,FutureWorks Training,12,87.1,84.0,Yes,Yes,0.6,Support Engineer,2024-07-04,2024-04-11,85.4,derived_training_snapshot,Gujarat,Ahmedabad,Graduate,Urban,69.81,2,33.33,2024-07-01,42.7,java linux power_bi,1
TRN-SIH26135-000127,Healthcare Assistant,TechSkill Academy,12,98.1,82.0,No,No,2.3,Healthcare Assistant,2024-07-17,2024-04-24,89.25,derived_training_snapshot,Odisha,Cuttack,12th,Urban,100.0,3,0.0,2024-07-01,20.93,aws java power_bi,0
TRN-SIH26135-000128,Accounting & GST,Digital India Centre,12,67.7,80.0,No,No,0.1,Account Executive,2024-07-30,2024-05-07,74.47,derived_training_snapshot,Kerala,Kochi,Diploma,Urban,100.0,3,0.0,2024-07-01,19.64,autocad machine_learning networking,1
TRN-SIH26135-000129,Cloud Computing,Digital India Centre,8,73.7,87.1,Yes,No,0.4,Cloud Associate,2024-08-12,2024-06-17,81.07,derived_training_snapshot,Gujarat,Rajkot,10th,Urban,100.0,3,0.0,2024-08-01,41.94,communication networking sql,1
TRN-SIH26135-000130,Graphic Design,National Training Network,16,83.6,74.3,Yes,No,0.2,Graphic Designer,2024-08-25,2024-05-05,78.48,derived_training_snapshot,Rajasthan,Udaipur,10th,Urban,100.0,3,0.0,2024-08-01,25.22,accounting aws azure,1
TRN-SIH26135-000131,Retail Operations,FutureWorks Training,16,100.0,85.6,Yes,No,8.8,Sales Executive,2024-09-07,2024-05-18,92.08,derived_training_snapshot,Gujarat,Surat,10th,Urban,100.0,3,0.0,2024-09-01,25.23,autocad networking python,1
TRN-SIH26135-000132,Digital Marketing,Digital India Centre,6,77.3,66.1,No,Yes,3.0,Digital Marketing Executive,2024-09-20,2024-08-09,71.14,derived_training_snapshot,Gujarat,Vadodara,Diploma,Rural,70.69,2,33.33,2024-09-01,36.23,communication healthcare_operations react,1
TRN-SIH26135-000133,Cloud Computing,SkillForge Institute,20,95.4,73.7,Yes,No,0.8,Cloud Associate,2024-10-03,2024-05-16,83.47,derived_training_snapshot,West Bengal,Howrah,12th,Urban,63.7,2,33.33,2024-10-01,16.79,accounting aws java,1
TRN-SIH26135-000134,Digital Marketing,FutureWorks Training,6,62.9,72.6,Yes,Yes,0.8,Digital Marketing Executive,2024-10-16,2024-09-04,68.23,derived_training_snapshot,Gujarat,Surat,12th,Rural,81.11,2,33.33,2024-10-01,52.38,autocad excel javascript,1
TRN-SIH26135-000135,Cybersecurity,Pragati Learning Hub,8,98.6,72.6,Yes,No,2.8,Cybersecurity Associate,2024-10-29,2024-09-03,84.3,derived_training_snapshot,Kerala,Thiruvananthapuram,Postgraduate,Urban,100.0,3,0.0,2024-10-01,43.64,aws python react,1
TRN-SIH26135-000136,Healthcare Assistant,NSDC Partner Hub,6,78.8,76.0,Yes,Yes,1.8,Healthcare Assistant,2024-11-11,2024-09-30,77.26,derived_training_snapshot,Telangana,Hyderabad,ITI,Rural,100.0,3,0.0,2024-11-01,36.16,machine_learning react sql,1
TRN-SIH26135-000137,Web Development,FutureWorks Training,8,87.7,82.5,No,No,0.9,Web Developer,2024-11-24,2024-09-29,84.84,derived_training_snapshot,Rajasthan,Kota,10th,Rural,100.0,3,0.0,2024-11-01,56.12,autocad data_analysis java,1
TRN-SIH26135-000138,Retail Operations,FutureWorks Training,12,76.6,61.3,No,No,0.9,Sales Executive,2024-12-07,2024-09-14,68.19,derived_training_snapshot,Odisha,Sambalpur,Diploma,Urban,76.2,2,33.33,2024-12-01,45.05,autocad communication cybersecurity,1
TRN-SIH26135-000139,Machine Learning,SkillForge Institute,6,87.1,86.9,Yes,Yes,0.9,Data Analyst,2024-12-20,2024-11-08,86.99,derived_training_snapshot,Tamil Nadu,Salem,ITI,Urban,100.0,3,0.0,2024-12-01,46.88,autocad data_analysis javascript,1
TRN-SIH26135-000140,Cloud Computing,TechSkill Academy,16,68.7,65.2,Yes,Yes,0.8,Cloud Associate,2025-01-02,2024-09-12,66.78,derived_training_snapshot,Karnataka,Bengaluru,ITI,Urban,78.25,2,33.33,2025-01-01,36.0,excel linux react,1
TRN-SIH26135-000141,Electrical Technician,Udaan Skills,6,65.5,36.4,No,Yes,0.4,Technician,2025-01-15,2024-12-04,49.5,derived_training_snapshot,Bihar,Gaya,Graduate,Rural,100.0,3,0.0,2025-01-01,56.04,healthcare_operations react sql,0
TRN-SIH26135-000142,Advanced Java Development,Odisha Skill Centre,6,93.3,72.0,Yes,No,0.3,Software Developer,2025-01-28,2024-12-17,81.59,derived_training_snapshot,Maharashtra,Mumbai,10th,Rural,72.06,2,33.33,2025-01-01,24.35,azure digital_marketing sql,1
TRN-SIH26135-000143,Digital Marketing,Pragati Learning Hub,12,100.0,73.4,Yes,No,2.2,Digital Marketing Executive,2025-02-10,2024-11-18,85.37,derived_training_snapshot,Telangana,Warangal,12th,Urban,80.0,2,33.33,2025-02-01,17.95,cybersecurity excel machine_learning,1
TRN-SIH26135-000144,Advanced Java Development,Pragati Learning Hub,6,73.6,68.7,Yes,No,1.3,Software Developer,2025-02-23,2025-01-12,70.91,derived_training_snapshot,Tamil Nadu,Coimbatore,12th,Urban,66.96,2,33.33,2025-02-01,38.27,data_analysis java javascript,1
TRN-SIH26135-000145,Healthcare Assistant,Empower Skills Institute,12,86.1,90.4,Yes,Yes,6.8,Healthcare Assistant,2025-03-08,2024-12-14,88.47,derived_training_snapshot,Bihar,Gaya,Postgraduate,Urban,100.0,3,0.0,2025-03-01,22.45,accounting data_analysis javascript,1
TRN-SIH26135-000146,Digital Marketing,National Training Network,8,65.8,100.0,No,Yes,1.3,Digital Marketing Executive,2025-03-21,2025-01-24,84.61,derived_training_snapshot,Punjab,Ludhiana,ITI,Rural,54.44,2,33.33,2025-03-01,41.83,autocad aws digital_marketing,1
TRN-SIH26135-000147,Machine Learning,Odisha Skill Centre,8,63.7,78.8,Yes,No,1.2,Data Analyst,2025-04-03,2025-02-06,72.01,derived_training_snapshot,Odisha,Ganjam,12th,Rural,100.0,3,0.0,2025-04-01,39.39,aws data_analysis networking,1
TRN-SIH26135-000148,Cloud Computing,FutureWorks Training,8,87.3,53.8,No,No,2.4,Cloud Associate,2025-04-16,2025-02-19,68.88,derived_training_snapshot,Maharashtra,Nagpur,Graduate,Rural,100.0,3,0.0,2025-04-01,40.91,accounting networking sql,1
TRN-SIH26135-000149,Machine Learning,National Training Network,12,75.3,57.2,No,No,1.1,Data Analyst,2025-04-29,2025-02-04,65.34,derived_training_snapshot,Kerala,Thiruvananthapuram,Graduate,Rural,100.0,3,0.0,2025-04-01,28.57,cybersecurity networking react,0
TRN-SIH26135-000150,Retail Operations,Odisha Skill Centre,16,71.2,49.7,Yes,No,1.8,Sales Executive,2025-05-12,2025-01-20,59.38,derived_training_snapshot,Odisha,Cuttack,Graduate,Urban,100.0,3,0.0,2025-05-01,44.64,javascript machine_learning networking,0
TRN-SIH26135-000151,Electrical Technician,National Training Network,16,79.3,91.6,No,No,5.5,Technician,2025-05-25,2025-02-02,86.06,derived_training_snapshot,Punjab,Jalandhar,ITI,Urban,75.0,2,33.33,2025-05-01,42.4,excel healthcare_operations javascript,1
TRN-SIH26135-000152,Digital Marketing,Udaan Skills,16,84.0,58.1,No,No,0.5,Digital Marketing Executive,2025-06-07,2025-02-15,69.76,derived_training_snapshot,Telangana,Warangal,12th,Urban,100.0,3,0.0,2025-06-01,28.28,aws power_bi python,1
TRN-SIH26135-000153,Electrical Technician,NextGen Academy,12,61.9,87.4,Yes,Yes,1.5,Technician,2025-06-20,2025-03-28,75.93,derived_training_snapshot,Bihar,Patna,ITI,Rural,75.0,2,33.33,2025-06-01,42.17,aws data_analysis excel,1
TRN-SIH26135-000154,Retail Operations,NSDC Partner Hub,6,70.9,68.9,No,Yes,0.2,Sales Executive,2025-07-03,2025-05-22,69.8,derived_training_snapshot,Telangana,Warangal,Graduate,Rural,100.0,3,0.0,2025-07-01,68.37,autocad javascript machine_learning,0
TRN-SIH26135-000155,Accounting & GST,SkillForge Institute,8,79.8,82.5,Yes,Yes,0.8,Account Executive,2025-07-16,2025-05-21,81.28,derived_training_snapshot,Karnataka,Mangaluru,12th,Urban,73.6,2,33.33,2025-07-01,31.33,aws cybersecurity excel,1
TRN-SIH26135-000156,Retail Operations,Odisha Skill Centre,12,77.5,68.9,Yes,Yes,0.0,Sales Executive,2025-07-29,2025-05-06,72.77,derived_training_snapshot,Rajasthan,Jaipur,Graduate,Rural,100.0,3,0.0,2025-07-01,51.3,healthcare_operations machine_learning python,1
TRN-SIH26135-000157,Healthcare Assistant,FutureWorks Training,8,49.5,67.0,Yes,No,0.9,Healthcare Assistant,2025-08-11,2025-06-16,59.12,derived_training_snapshot,West Bengal,Howrah,Diploma,Rural,100.0,3,0.0,2025-08-01,38.39,aws machine_learning react,0
TRN-SIH26135-000158,Accounting & GST,FutureWorks Training,6,60.1,63.3,Yes,Yes,1.2,Account Executive,2025-08-24,2025-07-13,61.86,derived_training_snapshot,Gujarat,Rajkot,Diploma,Urban,77.63,2,33.33,2025-08-01,58.96,data_analysis excel react,0
TRN-SIH26135-000159,Retail Operations,TechSkill Academy,12,64.7,63.7,Yes,No,1.8,Sales Executive,2025-09-06,2025-06-14,64.15,derived_training_snapshot,Gujarat,Surat,Postgraduate,Urban,100.0,3,0.0,2025-09-01,17.69,cybersecurity data_analysis machine_learning,1
TRN-SIH26135-000160,Electrical Technician,TechSkill Academy,16,60.6,50.1,No,Yes,1.8,Technician,2025-09-19,2025-05-30,54.83,derived_training_snapshot,Kerala,Thiruvananthapuram,Diploma,Rural,81.22,2,33.33,2025-09-01,44.92,autocad java power_bi,0
TRN-SIH26135-000161,Cybersecurity,Udaan Skills,6,60.8,59.1,No,No,1.3,Cybersecurity Associate,2025-10-02,2025-08-21,59.87,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,46.22,1,66.67,2025-10-01,37.63,accounting cybersecurity linux,0
TRN-SIH26135-000162,Python Programming,FutureWorks Training,4,68.3,57.6,Yes,No,1.6,Software Developer,2025-10-15,2025-09-17,62.42,derived_training_snapshot,Rajasthan,Jodhpur,Graduate,Rural,100.0,3,0.0,2025-10-01,31.91,accounting cybersecurity sales,0
TRN-SIH26135-000163,Web Development,Odisha Skill Centre,20,82.9,86.3,Yes,No,1.6,Web Developer,2025-10-28,2025-06-10,84.77,derived_training_snapshot,Tamil Nadu,Salem,10th,Urban,100.0,3,0.0,2025-10-01,43.03,cybersecurity networking power_bi,1
TRN-SIH26135-000164,Cybersecurity,TechSkill Academy,4,96.1,75.8,No,No,1.0,Cybersecurity Associate,2025-11-10,2025-10-13,84.94,derived_training_snapshot,Tamil Nadu,Chennai,Diploma,Urban,70.17,2,33.33,2025-11-01,40.49,autocad aws linux,1
TRN-SIH26135-000165,Networking,FutureWorks Training,20,63.7,59.1,Yes,Yes,0.6,Support Engineer,2025-11-23,2025-07-06,61.17,derived_training_snapshot,Karnataka,Mysuru,10th,Rural,100.0,3,0.0,2025-11-01,51.77,azure react sales,1
TRN-SIH26135-000166,Cloud Computing,Udaan Skills,12,63.0,40.3,No,Yes,1.3,Cloud Associate,2025-12-06,2025-09-13,50.52,derived_training_snapshot,Kerala,Thiruvananthapuram,Graduate,Urban,83.29,2,33.33,2025-12-01,72.92,azure communication sales,0
TRN-SIH26135-000167,Networking,FutureWorks Training,16,61.3,56.6,No,No,3.8,Support Engineer,2025-12-19,2025-08-29,58.72,derived_training_snapshot,Telangana,Hyderabad,12th,Rural,67.65,2,33.33,2025-12-01,23.81,aws machine_learning networking,1
TRN-SIH26135-000168,Machine Learning,NextGen Academy,16,65.7,72.6,Yes,No,1.4,Data Analyst,2024-01-12,2023-09-22,69.5,derived_training_snapshot,Maharashtra,Nashik,Graduate,Urban,78.0,2,33.33,2024-01-01,40.23,cybersecurity networking power_bi,0
TRN-SIH26135-000169,Data Analytics,Digital India Centre,12,82.5,82.3,Yes,No,0.5,Data Analyst,2024-01-25,2023-11-02,82.39,derived_training_snapshot,Tamil Nadu,Chennai,Diploma,Rural,78.86,2,33.33,2024-01-01,32.56,digital_marketing javascript power_bi,1
TRN-SIH26135-000170,Advanced Java Development,FutureWorks Training,12,100.0,74.6,Yes,No,0.6,Software Developer,2024-02-07,2023-11-15,86.03,derived_training_snapshot,Odisha,Sundargarh,12th,Rural,100.0,3,0.0,2024-02-01,51.32,aws data_analysis linux,1
TRN-SIH26135-000171,Accounting & GST,Pragati Learning Hub,16,72.5,62.3,Yes,Yes,0.2,Account Executive,2024-02-20,2023-10-31,66.89,derived_training_snapshot,West Bengal,Siliguri,ITI,Urban,100.0,3,0.0,2024-02-01,58.14,autocad cybersecurity javascript,1
TRN-SIH26135-000172,Machine Learning,Udaan Skills,8,74.6,58.4,No,Yes,3.7,Data Analyst,2024-03-04,2024-01-08,65.69,derived_training_snapshot,West Bengal,Durgapur,12th,Urban,100.0,3,0.0,2024-03-01,41.74,autocad aws sales,1
TRN-SIH26135-000173,Data Analytics,Pragati Learning Hub,24,98.0,90.4,Yes,Yes,2.4,Data Analyst,2024-03-17,2023-10-01,93.82,derived_training_snapshot,Kerala,Kochi,Diploma,Urban,100.0,3,0.0,2024-03-01,19.17,accounting cybersecurity excel,1
TRN-SIH26135-000174,Networking,Pragati Learning Hub,4,85.1,90.2,No,Yes,6.8,Support Engineer,2024-03-30,2024-03-02,87.91,derived_training_snapshot,Uttar Pradesh,Lucknow,Graduate,Rural,65.0,2,33.33,2024-03-01,43.8,autocad javascript linux,1
TRN-SIH26135-000175,Mobile App Development,FutureWorks Training,8,82.4,77.8,No,No,0.5,Software Developer,2024-04-12,2024-02-16,79.87,derived_training_snapshot,Uttar Pradesh,Kanpur,Graduate,Urban,74.93,2,33.33,2024-04-01,43.69,excel power_bi sql,1
TRN-SIH26135-000176,Electrical Technician,NextGen Academy,8,74.1,71.6,Yes,No,0.2,Technician,2024-04-25,2024-02-29,72.72,derived_training_snapshot,Karnataka,Hubballi,10th,Urban,100.0,3,0.0,2024-04-01,29.19,javascript power_bi sql,1
TRN-SIH26135-000177,Cloud Computing,Udaan Skills,4,76.6,71.8,No,Yes,1.1,Cloud Associate,2024-05-08,2024-04-10,73.96,derived_training_snapshot,Uttar Pradesh,Varanasi,Diploma,Urban,100.0,3,0.0,2024-05-01,17.74,autocad cybersecurity python,1
TRN-SIH26135-000178,Electrical Technician,National Training Network,16,80.0,85.9,Yes,No,0.9,Technician,2024-05-21,2024-01-30,83.25,derived_training_snapshot,West Bengal,Kolkata,12th,Rural,55.0,2,33.33,2024-05-01,34.13,autocad javascript machine_learning,1
TRN-SIH26135-000179,Python Programming,Pragati Learning Hub,6,64.7,50.2,No,No,2.3,Software Developer,2024-06-03,2024-04-22,56.73,derived_training_snapshot,Punjab,Amritsar,Graduate,Rural,100.0,3,0.0,2024-06-01,56.83,aws azure healthcare_operations,1
TRN-SIH26135-000180,Mobile App Development,FutureWorks Training,6,80.0,64.5,Yes,No,3.3,Software Developer,2024-06-16,2024-05-05,71.47,derived_training_snapshot,Gujarat,Surat,Graduate,Rural,100.0,3,0.0,2024-06-01,19.61,cybersecurity power_bi sales,1
TRN-SIH26135-000181,Electrical Technician,NSDC Partner Hub,12,96.4,87.5,Yes,No,1.1,Technician,2024-06-29,2024-04-06,91.51,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,75.0,2,33.33,2024-06-01,53.52,digital_marketing excel python,1
TRN-SIH26135-000182,Cloud Computing,Empower Skills Institute,12,57.0,60.4,Yes,Yes,2.1,Cloud Associate,2024-07-12,2024-04-19,58.87,derived_training_snapshot,West Bengal,Siliguri,Graduate,Rural,100.0,3,0.0,2024-07-01,61.65,communication excel react,1
