Trainee_ID,Employment_ID,Snapshot_Date,Snapshot_Observed_On,Employment_Duration_Months,Current_Salary_LPA,Job_History_Count,Engagement_Score,Attendance_Percent,Assessment_Score,Skill_Gap_Score,Demand_Score,Employment_Type,Industry,Actual_Job_Role,Target_Job_Role,Skills_Text,Attrition_Target,Data_Origin
TRN-SIH26135-000143,EMP-000122,2025-06-01,2025-06-15,1.97,4.47,2,5.76,100.0,73.4,80.0,28.28,Self-employed,Telecom,Support Engineer,Digital Marketing Executive,cybersecurity excel machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000144,EMP-000123,2025-07-01,2025-07-29,2.96,4.22,1,5.55,73.6,68.7,66.96,48.28,Full-time,Telecom,Digital Marketing Executive,Software Developer,data_analysis java javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-000145,EMP-000124,2025-09-01,2025-09-11,3.94,5.01,6,6.3,86.1,90.4,100.0,63.64,Self-employed,IT Services,Healthcare Assistant,Healthcare Assistant,accounting data_analysis javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-000146,EMP-000125,2025-10-01,2025-10-25,4.93,4.9,1,6.02,65.8,100.0,54.44,24.82,Self-employed,Manufacturing,Technician,Digital Marketing Executive,autocad aws digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-000147,EMP-000126,2025-07-01,2025-07-11,0.99,4.67,1,5.75,63.7,78.8,100.0,45.0,Apprenticeship,Telecom,Digital Marketing Executive,Data Analyst,aws data_analysis networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000148,EMP-000127,2025-08-01,2025-08-24,1.97,3.66,2,4.98,87.3,53.8,100.0,47.1,Full-time,E-commerce,Healthcare Assistant,Cloud Associate,accounting networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000151,EMP-000128,2025-11-01,2025-11-02,2.96,5.3,5,6.02,79.3,91.6,75.0,17.65,Contract,Healthcare,Web Developer,Technician,excel healthcare_operations javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-000152,EMP-000129,2025-12-01,2025-12-16,3.94,4.35,0,5.31,84.0,58.1,100.0,73.2,Full-time,Government Services,Data Analyst,Digital Marketing Executive,aws power_bi python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000153,EMP-000130,2026-01-01,2026-01-29,4.93,5.06,1,5.51,61.9,87.4,75.0,53.03,Full-time,Logistics,Cloud Associate,Technician,aws data_analysis excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-000155,EMP-000131,2025-10-01,2025-10-28,0.99,5.96,0,5.84,79.8,82.5,73.6,39.42,Full-time,Telecom,Software Developer,Account Executive,aws cybersecurity excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-000156,EMP-000132,2025-12-01,2025-12-11,1.97,4.48,0,5.66,77.5,68.9,100.0,31.45,Part-time,IT Services,Cybersecurity Associate,Sales Executive,healthcare_operations machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000159,EMP-000133,2026-02-01,2026-02-19,2.96,4.62,1,5.58,64.7,63.7,100.0,64.0,Full-time,Healthcare,Technician,Sales Executive,cybersecurity data_analysis machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000163,EMP-000134,2026-05-01,2026-05-13,3.94,4.8,1,5.85,82.9,86.3,100.0,27.52,Part-time,Logistics,Account Executive,Web Developer,cybersecurity networking power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000164,EMP-000135,2026-06-01,2026-06-26,4.93,5.23,1,5.4,96.1,75.8,70.17,24.49,Full-time,Telecom,Graphic Designer,Cybersecurity Associate,autocad aws linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-000165,EMP-000136,2026-03-01,2026-03-12,0.99,3.62,0,4.94,63.7,59.1,100.0,26.92,Part-time,Manufacturing,Account Executive,Support Engineer,azure react sales,1,synthetic_longitudinal_derivation
TRN-SIH26135-000167,EMP-000137,2026-05-01,2026-05-08,1.97,4.37,3,5.03,61.3,56.6,67.65,37.82,Full-time,Education,Cybersecurity Associate,Support Engineer,aws machine_learning networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000169,EMP-000138,2024-07-01,2024-07-14,2.96,4.92,0,6.06,82.5,82.3,78.86,45.31,Full-time,Telecom,Account Executive,Data Analyst,digital_marketing javascript power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000170,EMP-000139,2024-08-01,2024-08-27,3.94,4.2,0,6.13,100.0,74.6,100.0,58.47,Apprenticeship,Manufacturing,Graphic Designer,Software Developer,aws data_analysis linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-000171,EMP-000140,2024-10-01,2024-10-10,4.93,4.3,0,5.22,72.5,62.3,100.0,32.47,Full-time,Telecom,Digital Marketing Executive,Account Executive,autocad cybersecurity javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-000172,EMP-000141,2024-04-01,2024-04-17,0.99,4.37,3,4.87,74.6,58.4,100.0,43.44,Part-time,Telecom,Account Executive,Data Analyst,autocad aws sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000173,EMP-000142,2024-05-01,2024-05-31,1.97,5.08,2,6.08,98.0,90.4,100.0,24.63,Full-time,Logistics,Technician,Data Analyst,accounting cybersecurity excel,1,synthetic_longitudinal_derivation
TRN-SIH26135-000174,EMP-000143,2024-07-01,2024-07-14,2.96,4.16,6,6.13,85.1,90.2,65.0,48.48,Full-time,IT Services,Sales Executive,Support Engineer,autocad javascript linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-000175,EMP-000144,2024-08-01,2024-08-27,3.94,4.09,0,5.87,82.4,77.8,74.93,49.62,Self-employed,Education,Sales Executive,Software Developer,excel power_bi sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000176,EMP-000145,2024-10-01,2024-10-10,4.93,3.93,0,5.31,74.1,71.6,100.0,68.14,Full-time,Logistics,Cybersecurity Associate,Technician,javascript power_bi sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000177,EMP-000146,2024-06-01,2024-06-26,0.99,4.06,1,5.62,76.6,71.8,100.0,20.61,Full-time,IT Services,Sales Executive,Cloud Associate,autocad cybersecurity python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000178,EMP-000147,2024-08-01,2024-08-09,1.97,4.28,0,6.19,80.0,85.9,55.0,39.46,Part-time,Telecom,Digital Marketing Executive,Technician,autocad javascript machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000180,EMP-000149,2024-11-01,2024-11-05,3.94,4.78,3,5.35,80.0,64.5,100.0,32.85,Apprenticeship,Retail,Data Analyst,Software Developer,cybersecurity power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000181,EMP-000150,2024-12-01,2024-12-19,4.93,5.15,1,5.77,96.4,87.5,75.0,34.45,Full-time,Telecom,Account Executive,Technician,digital_marketing excel python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000182,EMP-000151,2024-09-01,2024-09-04,0.99,3.8,2,4.98,57.0,60.4,100.0,32.93,Self-employed,E-commerce,Cybersecurity Associate,Cloud Associate,communication excel react,0,synthetic_longitudinal_derivation
TRN-SIH26135-000184,EMP-000153,2024-12-01,2024-12-01,2.96,4.8,0,6.53,95.1,92.9,100.0,49.22,Apprenticeship,Telecom,Digital Marketing Executive,Data Analyst,machine_learning networking sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000185,EMP-000154,2025-01-01,2025-01-14,3.94,4.66,1,6.13,71.2,83.0,100.0,57.75,Apprenticeship,Banking & Finance,Data Analyst,Data Analyst,accounting communication javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-000187,EMP-000155,2025-03-01,2025-03-12,4.93,4.56,1,5.37,86.8,81.8,80.0,30.26,Contract,Healthcare,Account Executive,Account Executive,communication data_analysis networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000188,EMP-000156,2024-11-01,2024-11-26,0.99,4.42,1,4.92,59.9,63.1,100.0,31.79,Apprenticeship,Healthcare,Account Executive,Software Developer,azure healthcare_operations networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000189,EMP-000157,2025-01-01,2025-01-09,1.97,5.17,2,5.66,80.7,77.1,100.0,29.87,Full-time,E-commerce,Digital Marketing Executive,Account Executive,data_analysis sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000190,EMP-000158,2025-02-01,2025-02-22,2.96,5.29,1,6.09,84.4,85.9,100.0,32.52,Full-time,IT Services,Account Executive,Support Engineer,accounting healthcare_operations java,0,synthetic_longitudinal_derivation
TRN-SIH26135-000192,EMP-000160,2025-05-01,2025-05-21,4.93,4.95,1,5.25,75.8,65.1,100.0,37.07,Part-time,IT Services,Account Executive,Web Developer,data_analysis excel networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000193,EMP-000161,2025-02-01,2025-02-04,0.99,6.01,1,6.18,96.7,83.0,100.0,24.74,Full-time,IT Services,Healthcare Assistant,Account Executive,java javascript react,0,synthetic_longitudinal_derivation
TRN-SIH26135-000194,EMP-000162,2025-03-01,2025-03-20,1.97,6.01,4,6.11,98.8,94.6,85.0,69.81,Full-time,Education,Cloud Associate,Sales Executive,excel healthcare_operations react,0,synthetic_longitudinal_derivation
TRN-SIH26135-000196,EMP-000164,2025-06-01,2025-06-16,3.94,4.76,0,5.92,85.1,81.8,100.0,61.54,Full-time,Healthcare,Cybersecurity Associate,Account Executive,autocad networking power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000197,EMP-000165,2025-07-01,2025-07-30,4.93,4.24,0,5.43,96.7,70.6,71.44,57.3,Apprenticeship,E-commerce,Graphic Designer,Cloud Associate,azure excel react,0,synthetic_longitudinal_derivation
TRN-SIH26135-000198,EMP-000166,2025-04-01,2025-04-15,0.99,4.58,2,6.07,68.4,96.0,100.0,34.26,Contract,Healthcare,Cybersecurity Associate,Software Developer,accounting javascript power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000199,EMP-000167,2025-05-01,2025-05-29,1.97,4.12,1,5.95,86.7,76.8,65.0,34.57,Contract,Banking & Finance,Cybersecurity Associate,Data Analyst,data_analysis networking python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000200,EMP-000168,2025-07-01,2025-07-12,2.96,5.51,4,6.41,99.3,82.9,70.0,27.78,Self-employed,IT Services,Account Executive,Cybersecurity Associate,communication linux machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000201,EMP-000169,2025-08-01,2025-08-25,3.94,5.12,0,5.66,72.7,83.0,45.0,49.11,Full-time,Manufacturing,Web Developer,Technician,excel networking power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000202,EMP-000170,2025-10-01,2025-10-08,4.93,4.38,1,4.89,61.0,69.4,100.0,46.83,Part-time,Retail,Support Engineer,Data Analyst,autocad machine_learning networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000203,EMP-000171,2025-06-01,2025-06-24,0.99,4.13,3,5.56,89.1,74.1,100.0,50.0,Full-time,Retail,Healthcare Assistant,Digital Marketing Executive,aws healthcare_operations java,0,synthetic_longitudinal_derivation
TRN-SIH26135-000204,EMP-000172,2025-08-01,2025-08-07,1.97,4.67,4,6.22,100.0,88.9,100.0,57.98,Contract,IT Services,Cloud Associate,Account Executive,azure digital_marketing sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000206,EMP-000174,2025-11-01,2025-11-03,3.94,4.83,1,6.31,82.4,88.9,70.0,56.15,Contract,Retail,Digital Marketing Executive,Software Developer,javascript networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000209,EMP-000176,2025-09-01,2025-09-15,0.99,5.13,1,5.26,60.7,79.5,80.54,31.82,Contract,Education,Cybersecurity Associate,Data Analyst,cybersecurity machine_learning power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000210,EMP-000177,2025-10-01,2025-10-29,1.97,3.42,1,5.27,91.6,60.5,74.89,43.56,Full-time,Manufacturing,Graphic Designer,Software Developer,javascript python react,0,synthetic_longitudinal_derivation
TRN-SIH26135-000212,EMP-000179,2026-01-01,2026-01-25,3.94,3.56,1,5.43,68.8,65.5,100.0,32.03,Full-time,Retail,Cloud Associate,Software Developer,communication networking power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000213,EMP-000180,2026-03-01,2026-03-10,4.93,4.16,1,5.84,91.1,85.8,70.0,46.59,Part-time,Logistics,Graphic Designer,Digital Marketing Executive,accounting communication power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000214,EMP-000181,2025-11-01,2025-11-24,0.99,4.48,1,5.29,92.6,52.2,100.0,55.4,Full-time,IT Services,Account Executive,Technician,aws machine_learning sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000215,EMP-000182,2026-01-01,2026-01-07,1.97,5.13,0,6.08,77.9,82.2,100.0,16.67,Full-time,Retail,Cybersecurity Associate,Software Developer,data_analysis networking sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000217,EMP-000184,2026-04-01,2026-04-05,3.94,3.59,3,4.95,78.1,49.3,87.48,34.31,Self-employed,Logistics,Technician,Digital Marketing Executive,azure excel react,0,synthetic_longitudinal_derivation
TRN-SIH26135-000218,EMP-000185,2026-05-01,2026-05-19,4.93,4.3,1,5.14,79.5,69.0,80.0,47.24,Contract,Retail,Cloud Associate,Cybersecurity Associate,healthcare_operations networking sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000219,EMP-000186,2026-02-01,2026-02-02,0.99,4.41,1,6.26,93.8,96.9,100.0,28.42,Full-time,Education,Web Developer,Technician,accounting data_analysis java,0,synthetic_longitudinal_derivation
TRN-SIH26135-000220,EMP-000187,2026-03-01,2026-03-18,1.97,5.05,1,5.59,73.5,71.0,100.0,32.64,Apprenticeship,Retail,Cybersecurity Associate,Sales Executive,aws healthcare_operations networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000221,EMP-000188,2026-05-01,2026-05-01,2.96,4.8,2,5.86,76.8,73.3,100.0,62.34,Full-time,IT Services,Healthcare Assistant,Data Analyst,accounting data_analysis digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-000222,EMP-000189,2026-06-01,2026-06-14,3.94,5.51,4,6.28,76.8,87.0,100.0,60.34,Full-time,Logistics,Software Developer,Digital Marketing Executive,aws data_analysis networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000224,EMP-000190,2024-08-01,2024-08-20,4.93,4.77,1,4.97,72.9,71.2,100.0,20.69,Full-time,Government Services,Healthcare Assistant,Web Developer,accounting healthcare_operations machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000226,EMP-000191,2024-05-01,2024-05-19,0.99,3.44,1,4.81,54.8,60.9,76.3,57.35,Full-time,Retail,Cloud Associate,Account Executive,aws digital_marketing excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-000227,EMP-000192,2024-07-01,2024-07-02,1.97,3.55,0,5.59,81.1,74.3,100.0,53.33,Contract,Telecom,Sales Executive,Data Analyst,communication javascript machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000228,EMP-000193,2024-08-01,2024-08-15,2.96,4.03,1,5.77,90.7,70.6,71.83,36.49,Full-time,Retail,Digital Marketing Executive,Graphic Designer,communication cybersecurity power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000229,EMP-000194,2024-09-01,2024-09-28,3.94,5.08,0,5.77,83.0,70.3,100.0,36.67,Full-time,Healthcare,Technician,Data Analyst,accounting digital_marketing sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000230,EMP-000195,2024-11-01,2024-11-11,4.93,3.95,1,5.77,78.4,85.1,100.0,17.16,Part-time,Manufacturing,Healthcare Assistant,Healthcare Assistant,azure data_analysis power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000231,EMP-000196,2024-07-01,2024-07-28,0.99,4.28,5,5.51,63.1,69.4,100.0,30.38,Self-employed,E-commerce,Web Developer,Software Developer,aws data_analysis healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-000233,EMP-000197,2024-09-01,2024-09-23,1.97,4.4,0,5.86,73.6,94.6,100.0,29.79,Full-time,Logistics,Data Analyst,Account Executive,cybersecurity linux machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000234,EMP-000198,2024-11-01,2024-11-06,2.96,4.41,2,5.95,99.1,80.8,100.0,60.67,Full-time,Healthcare,Technician,Software Developer,healthcare_operations javascript networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000235,EMP-000199,2024-12-01,2024-12-20,3.94,4.28,2,5.14,91.1,48.3,100.0,33.12,Full-time,Healthcare,Software Developer,Graphic Designer,data_analysis linux machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000236,EMP-000200,2025-02-01,2025-02-02,4.93,4.89,4,5.49,74.6,81.6,100.0,53.6,Full-time,Healthcare,Digital Marketing Executive,Digital Marketing Executive,accounting aws power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-000237,EMP-000201,2024-10-01,2024-10-19,0.99,4.85,0,5.5,73.6,71.5,100.0,65.0,Apprenticeship,Education,Support Engineer,Digital Marketing Executive,autocad networking sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000238,EMP-000202,2024-12-01,2024-12-02,1.97,4.86,5,6.0,76.9,82.9,100.0,32.89,Full-time,Government Services,Healthcare Assistant,Technician,accounting power_bi sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-000239,EMP-000203,2025-01-01,2025-01-15,2.96,5.36,2,6.41,100.0,82.8,100.0,28.47,Full-time,IT Services,Cybersecurity Associate,Software Developer,autocad cybersecurity networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000241,EMP-000205,2025-04-01,2025-04-13,4.93,5.29,0,4.99,73.6,68.4,100.0,41.18,Contract,Telecom,Web Developer,Data Analyst,aws healthcare_operations machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000242,EMP-000206,2024-12-01,2024-12-28,0.99,4.22,1,5.38,90.4,66.1,100.0,67.27,Full-time,Government Services,Cybersecurity Associate,Cybersecurity Associate,aws data_analysis sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000244,EMP-000207,2025-02-01,2025-02-23,1.97,5.2,0,6.32,95.6,94.6,66.65,29.47,Full-time,Logistics,Data Analyst,Web Developer,java javascript python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000245,EMP-000208,2025-04-01,2025-04-08,2.96,5.18,1,5.43,61.8,65.3,100.0,59.52,Full-time,Healthcare,Support Engineer,Sales Executive,azure cybersecurity power_bi,1,synthetic_longitudinal_derivation
TRN-SIH26135-000246,EMP-000209,2025-05-01,2025-05-22,3.94,4.77,1,5.76,83.5,66.7,100.0,43.4,Contract,Telecom,Support Engineer,Software Developer,azure machine_learning sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000247,EMP-000210,2025-07-01,2025-07-05,4.93,3.93,6,5.64,100.0,67.8,100.0,43.51,Full-time,Logistics,Cybersecurity Associate,Data Analyst,aws data_analysis healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-000248,EMP-000211,2025-01-01,2025-01-10,0.99,5.2,0,5.45,76.0,81.0,100.0,44.68,Contract,Government Services,Digital Marketing Executive,Cloud Associate,cybersecurity javascript networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000249,EMP-000212,2025-02-01,2025-02-23,1.97,3.69,0,5.3,61.1,74.0,100.0,62.73,Self-employed,Government Services,Technician,Software Developer,azure linux machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000250,EMP-000213,2025-04-01,2025-04-08,2.96,4.75,2,5.28,76.3,59.8,70.32,46.48,Full-time,Telecom,Software Developer,Data Analyst,azure digital_marketing python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000252,EMP-000214,2025-06-01,2025-06-04,3.94,4.63,2,6.1,84.2,86.2,100.0,47.27,Full-time,E-commerce,Web Developer,Cloud Associate,autocad java machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-000253,EMP-000215,2025-07-01,2025-07-18,4.93,3.74,2,5.65,85.8,80.6,100.0,62.1,Part-time,Logistics,Software Developer,Software Developer,autocad excel networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-000254,EMP-000216,2025-04-01,2025-04-03,0.99,3.86,0,5.3,79.8,57.5,100.0,39.89,Full-time,Education,Software Developer,Digital Marketing Executive,autocad machine_learning sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-000255,EMP-000217,2025-05-01,2025-05-17,1.97,4.07,0,5.74,68.1,72.8,69.48,56.25,Full-time,Logistics,Support Engineer,Sales Executive,communication cybersecurity python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000256,EMP-000218,2025-06-01,2025-06-30,2.96,4.0,0,5.5,85.4,71.2,75.0,41.78,Apprenticeship,Healthcare,Data Analyst,Technician,azure digital_marketing excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-000257,EMP-000219,2025-08-01,2025-08-13,3.94,4.12,0,5.52,80.0,71.1,100.0,50.68,Apprenticeship,Healthcare,Technician,Sales Executive,data_analysis linux python,0,synthetic_longitudinal_derivation
TRN-SIH26135-000258,EMP-000220,2025-09-01,2025-09-26,4.93,5.43,5,5.12,67.0,73.2,100.0,21.78,Full-time,E-commerce,Support Engineer,Cloud Associate,autocad excel java,0,synthetic_longitudinal_derivation
